symbol,rank,name,sector,industry,pid,exg
TROVW,-1,TrovaGene Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
SBLK,4,Star Bulk Carriers Corp.,Transportation,Marine Transportation,0,O
FWM,4,Fairway Group Holdings Corp.,Consumer Services,Food Chains,0,O
STCK,3,Stock Building Supply Holdings Inc.,Consumer Services,RETAIL: Building Materials,0,O
POR,2,Portland General Electric Company,Public Utilities,Electric Utilities: Central,0,N
HMNY,0,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services,0,O
AGTC,3,Applied Genetic Technologies Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
CLMS,2,Calamos Asset Management Inc.,Finance,Investment Bankers/Brokers/Service,0,O
CLMT,3,Calumet Specialty Products Partners L.P.,Energy,Integrated oil Companies,0,O
JW/A,-1,John Wiley & Sons Inc.,Consumer Services,Books,0,N
JW/B,-1,John Wiley & Sons Inc.,Consumer Services,Books,0,N
FWP,3,Forward Pharma A/S,Health Care,Major Pharmaceuticals,0,O
OCIP,5,OCI Partners LP,Basic Industries,Major Chemicals,0,N
OCIR,0,OCI Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0,N
TROVU,-1,TrovaGene Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
CCIH,0,ChinaCache International Holdings Ltd.,Technology,EDP Services,0,O
JJSF,2,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,0,O
SKOR,0,FlexShares Credit-Scored US Corporate Bond Index Fund,n/a,n/a,0,O
ALEX,2,Alexander & Baldwin Holdings Inc.,Finance,Real Estate,0,N
OI,3,Owens-Illinois Inc.,Consumer Durables,Containers/Packaging,0,N
CDXS,3,Codexis Inc.,Basic Industries,Major Chemicals,0,O
OC,2,Owens Corning Inc,Capital Goods,Industrial Machinery/Components,0,N
OB,3,OneBeacon Insurance Group Ltd.,Finance,Property-Casualty Insurers,0,N
NTRS,3,Northern Trust Corporation,Finance,Major Banks,0,O
PLKI,2,Popeyes Louisiana Kitchen Inc.,Consumer Services,Restaurants,0,O
BAGR,3,Diversified Restaurant Holdings Inc.,Consumer Services,Restaurants,0,O
NTRI,3,NutriSystem Inc,Consumer Services,Catalog/Specialty Distribution,0,O
RQI,0,Cohen & Steers Quality Income Realty Fund Inc,n/a,n/a,0,N
DEX,-1,Delaware Enhanced Global Dividend,n/a,n/a,0,N
COUP,3,Coupons.com Incorporated,Consumer Services,Advertising,0,N
FF,3,FutureFuel Corp.,Basic Industries,Major Chemicals,0,N
JDD,-1,Nuveen Diversified Dividend and Income Fund,n/a,n/a,0,N
REGN,3,Regeneron Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
DEI,3,Douglas Emmett Inc.,Consumer Services,Real Estate Investment Trusts,0,N
DEJ,3,Dejour Energy Inc.,Energy,Oil & Gas Production,0,A
DEL,0,Deltic Timber Corporation,Basic Industries,Forest Products,0,N
THTI,0,THT Heat Transfer Technology Inc.,Capital Goods,Metal Fabrications,0,O
DEO,4,Diageo plc,Consumer Non-Durables,Beverages (Production/Distribution),0,N
FXCM,2,FXCM Inc.,Finance,Investment Bankers/Brokers/Service,0,N
DEG,2,Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.,Consumer Services,Food Chains,0,N
MSFT,4,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,3,O
UPL,5,Ultra Petroleum Corp.,Energy,Oil & Gas Production,0,N
UPI,3,Uroplasty Inc.,Health Care,Medical/Dental Instruments,0,O
GBAB,0,Guggenheim Build America Bonds Managed Duration Trust,n/a,n/a,0,N
CFFN,3,Capitol Federal Financial Inc.,Finance,Savings Institutions,0,O
CFFI,0,C&F Financial Corporation,Finance,Major Banks,0,O
SNHN,-1,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,0,N
SNHY,3,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications,0,O
LDRI,0,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,n/a,n/a,0,O
UPS,3,United Parcel Service Inc.,Transportation,Trucking Freight/Courier Services,0,N
PCBK,2,Pacific Continental Corporation (Ore),Finance,Major Banks,0,O
IVC,3,Invacare Corporation,Health Care,Industrial Specialties,0,N
CZNC,0,Citizens & Northern Corp,Finance,Major Banks,0,O
IVH,-1,Ivy High Income Opportunities Fund,n/a,n/a,0,N
IVR,4,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts,0,N
IVZ,3,Invesco Plc,Finance,Investment Managers,0,N
ACC,2,American Campus Communities Inc,Consumer Services,Real Estate Investment Trusts,0,N
NEO,2,NeoGenomics Inc.,Health Care,Precision Instruments,0,O
NEM,3,Newmont Mining Corporation,Basic Industries,Precious Metals,0,N
KOPN,0,Kopin Corporation,Technology,Semiconductors,0,O
ACE,3,Ace Limited,Finance,Property-Casualty Insurers,0,N
ACI,4,Arch Coal Inc.,Energy,Coal Mining,0,N
NEE,4,NextEra Energy Inc.,Public Utilities,Electric Utilities: Central,0,N
ACN,3,Accenture plc.,Miscellaneous,Business Services,4,N
ACM,3,Aecom Technology Corporation,n/a,n/a,0,N
NEA,-1,Nuveen AMT-Free Municipal Income Fund,n/a,n/a,0,N
ACP,-1,Avenue Income Credit Strategies Fund,n/a,n/a,0,N
ACW,3,Accuride Corporation New,Capital Goods,Auto Parts:O.E.M.,0,N
ACU,0,Acme United Corporation.,Capital Goods,Industrial Machinery/Components,0,A
ACT,3,Actavis Inc.,Health Care,Major Pharmaceuticals,0,N
NEV,-1,Nuveen Enhanced Municipal Value Fund,n/a,n/a,0,N
HFC,3,HollyFrontier Corporation,Energy,Integrated oil Companies,0,N
NEU,4,NewMarket Corporation,Basic Industries,Major Chemicals,0,N
NES,3,Nuverra Environmental Solutions Inc.,Energy,Oilfield Services/Equipment,0,N
NEP,1,NextEra Energy Partners LP,Public Utilities,Electric Utilities: Central,0,N
BKD,3,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management,0,N
BKE,3,Buckle Inc. (The),Consumer Services,Clothing/Shoe/Accessory Stores,0,N
BKN,0,BlackRock Investment Quality Municipal Trust Inc. (The),n/a,n/a,0,N
BKH,4,Black Hills Corporation,Public Utilities,Electric Utilities: Central,0,N
BKJ,0,Bancorp of New Jersey Inc,Finance,Major Banks,0,A
BKK,-1,Blackrock Municipal 2020 Term Trust,n/a,n/a,0,N
BKT,0,BlackRock Income Trust Inc. (The),n/a,n/a,0,N
BKU,4,BankUnited Inc.,Finance,Savings Institutions,0,N
BKS,3,Barnes & Noble Inc.,Consumer Services,Other Specialty Stores,0,N
GILD,4,Gilead Sciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),6,O
MDVN,3,Medivation Inc.,Health Care,Major Pharmaceuticals,0,O
SJW,3,SJW Corporation,Public Utilities,Water Supply,0,N
SJT,0,San Juan Basin Royalty Trust,Energy,Oil & Gas Production,0,N
GGM,-1,Guggenheim Credit Allocation Fund,n/a,n/a,0,N
ACHN,2,Achillion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
DHRM,0,Dehaier Medical Systems Limited,Health Care,Medical/Dental Instruments,0,O
MSEX,3,Middlesex Water Company,Public Utilities,Water Supply,0,O
GILT,0,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,0,O
QUAD,0,Quad Graphics Inc,Miscellaneous,Publishing,0,N
ACHC,4,Acadia Healthcare Company Inc.,Health Care,Medical Specialities,0,O
GDP,4,Goodrich Petroleum Corporation,Energy,Oil & Gas Production,0,N
MED,0,MEDIFAST INC,Consumer Non-Durables,Packaged Foods,0,N
MEG,3,Media General Inc.,Consumer Services,Broadcasting,0,N
MEA,3,Metalico Inc,Basic Industries,Metal Fabrications,0,A
GDV,-1,Gabelli Dividend,n/a,n/a,0,N
MEN,0,Blackrock MuniEnhanced Fund Inc.,n/a,n/a,0,N
MEI,2,Methode Electronics Inc.,Capital Goods,Electrical Products,0,N
MET,3,MetLife Inc.,Finance,Life Insurance,4,N
MEP,3,Midcoast Energy Partners L.P.,Public Utilities,Oil & Gas Production,0,N
GDF,0,Western Asset Global Partners Income Fund Inc.,n/a,n/a,0,N
GDL,0,The GDL Fund,n/a,n/a,0,N
GDO,-1,Western Asset Global Corporate Defined Opportunity Fund Inc.,n/a,n/a,0,N
CPLP,3,Capital Product Partners L.P.,Transportation,Marine Transportation,0,O
CPLA,3,Capella Education Company,Consumer Services,Other Consumer Services,0,O
ESIO,3,Electro Scientific Industries Inc.,Miscellaneous,Industrial Machinery/Components,0,O
PDCO,2,Patterson Companies Inc.,Health Care,Medical Specialities,0,O
PDCE,4,PDC Energy Inc.,Energy,Oil & Gas Production,0,O
DLNG,2,Dynagas LNG Partners LP,Consumer Services,Marine Transportation,0,O
QQEW,3,First Trust NASDAQ-100 Equal Weighted Index Fund,n/a,n/a,0,O
ESBK,0,Elmira Savings Bank NY (The),Finance,Major Banks,0,O
SLVO,0,Credit Suisse Silver Shares Covered Call ETN,Finance,Investment Bankers/Brokers/Service,0,O
AFSD,-1,Aflac Incorporated,Finance,Accident &Health Insurance,0,N
AFSI,3,AmTrust Financial Services Inc.,Finance,Property-Casualty Insurers,4,O
EZT,-1,Entergy Texas Inc,Public Utilities,Electric Utilities: Central,0,N
KGC,3,Kinross Gold Corporation,Basic Industries,Precious Metals,0,N
CPK,1,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production,0,N
CPL,3,CPFL Energia S.A.,Public Utilities,Electric Utilities: Central,0,N
CPN,2,Calpine Corporation,Public Utilities,Electric Utilities: Central,0,N
CPA,5,Copa Holdings S.A.,Transportation,Air Freight/Delivery Services,0,N
CPB,3,Campbell Soup Company,Consumer Non-Durables,Packaged Foods,4,N
CWAY,0,Coastway Bancorp Inc.,Finance,Savings Institutions,0,O
CPE,4,Callon Petroleum Company,Energy,Oil & Gas Production,0,N
CPF,3,CPB Inc.,Finance,Major Banks,0,N
CPG,3,Crescent Point Energy Corporation,Energy,Oil & Gas Production,0,N
CPS,3,Cooper-Standard Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,0,N
CPT,3,Camden Property Trust,Consumer Services,Real Estate Investment Trusts,0,N
NILE,3,Blue Nile Inc.,Consumer Services,Consumer Specialties,0,O
FCHI,3,iShares FTSE China (HK Listed) Index Fund,n/a,n/a,0,O
VOYA,2,Voya Financial Inc.,Finance,Life Insurance,0,N
ARBR,-1,ArborGen Inc.,n/a,n/a,0,O
EVAR,3,Lombard Medical Inc.,Health Care,Medical/Dental Instruments,0,O
SLMBP,-1,SLM Corporation,Finance,Finance: Consumer Services,0,O
TCBIW,-1,Texas Capital Bancshares Inc.,Finance,Major Banks,0,O
DGRS,3,WisdomTree U.S. SmallCap Dividend Growth Fund,n/a,n/a,0,O
EVAL,3,iShares MSCI Emerging Markets Value Index Fund,n/a,n/a,0,O
ICCC,0,ImmuCell Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
NBBC,3,NewBridge Bancorp,Finance,Major Banks,0,O
BGSF,0,BG Staffing Inc,Technology,Professional Services,0,A
EYES,0,Second Sight Medical Products Inc.,n/a,n/a,0,O
UEPS,2,Net 1 UEPS Technologies Inc.,Finance,Investment Bankers/Brokers/Service,0,O
WRES,4,Warren Resources Inc.,Energy,Oil & Gas Production,0,O
AAWW,3,Atlas Air Worldwide Holdings,Transportation,Transportation Services,0,O
ANFI,3,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods,0,N
DVAX,3,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,0,O
MXWL,3,Maxwell Technologies Inc.,Miscellaneous,Industrial Machinery/Components,0,O
FULLL,-1,Full Circle Capital Corporation,n/a,n/a,0,O
SBSA,0,Spanish Broadcasting System Inc.,Consumer Services,Broadcasting,0,O
HIMX,3,Himax Technologies Inc.,Technology,Semiconductors,0,O
CHLN,0,China Housing & Land Development Inc.,Basic Industries,Homebuilding,0,O
PSAU,0,PowerShares Global Gold & Precious Metals Portfolio,n/a,n/a,0,O
SBSI,3,Southside Bancshares Inc.,Finance,Major Banks,0,O
SIBC,0,State Investors Bancorp Inc.,Finance,Savings Institutions,0,O
MXL,3,MaxLinear Inc,Technology,Semiconductors,0,N
MXF,0,Mexico Fund Inc. (The),n/a,n/a,0,N
MXE,0,Mexico Equity and Income Fund Inc. (The),n/a,n/a,0,N
MXC,0,Mexco Energy Corporation,Energy,Oil & Gas Production,0,A
AWR,1,American States Water Company,Public Utilities,Water Supply,0,N
MDVX,-1,Medovex Corp.,n/a,n/a,0,O
NATR,0,Nature&#39;s Sunshine Products Inc.,Health Care,Major Pharmaceuticals,0,O
BONT,5,The Bon-Ton Stores Inc.,Consumer Services,Department/Specialty Retail Stores,0,O
NATI,3,National Instruments Corporation,Technology,Computer Software: Prepackaged Software,0,O
NATH,0,Nathan&#39;s Famous Inc.,Consumer Services,Restaurants,0,O
NATL,3,National Interstate Corporation,Finance,Property-Casualty Insurers,0,O
BONA,2,Bona Film Group Limited,Consumer Services,Movies/Entertainment,0,O
BONE,0,Bacterin International Holdings Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,A
ZMH,4,Zimmer Holdings Inc.,Health Care,Industrial Specialties,4,N
TAOM,1,Taomee Holdings Limited,Miscellaneous,Business Services,0,N
HYZD,0,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu,n/a,n/a,0,O
RUBI,2,The Rubicon Project Inc.,Technology,Computer Software: Programming Data Processing,0,N
PLPM,3,Planet Payment Inc.,Miscellaneous,Business Services,0,O
PAGP,4,Plains Group Holdings L.P.,Energy,Natural Gas Distribution,4,N
PLPC,0,Preformed Line Products Company,Basic Industries,Water Supply,0,O
VTWV,3,Vanguard Russell 2000 Value ETF,n/a,n/a,0,O
VTWO,3,Vanguard Russell 2000 ETF,n/a,n/a,0,O
ASCMA,3,Ascent Capital Group Inc.,Consumer Services,Other Consumer Services,0,O
VTWG,3,Vanguard Russell 2000 Growth ETF,n/a,n/a,0,O
LYTS,0,LSI Industries Inc.,Consumer Durables,Building Products,0,O
PAGG,0,PowerShares Global Agriculture Portfolio,n/a,n/a,0,O
USAK,0,USA Truck Inc.,Transportation,Trucking Freight/Courier Services,0,O
DECK,3,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing,0,N
USAC,4,USA Compression Partners LP,Public Utilities,Natural Gas Distribution,0,N
BBLU,3,Blue Earth Inc.,Public Utilities,Electric Utilities: Central,0,O
WUBA,3,58.com Inc.,Technology,Computer Software: Programming Data Processing,0,N
XPLR,0,Xplore Technologies Corp,Technology,Computer Manufacturing,0,O
USAP,3,Universal Stainless & Alloy Products Inc.,Basic Industries,Steel/Iron Ore,0,O
USAT,3,USA Technologies Inc.,Miscellaneous,Office Equipment/Supplies/Services,0,O
PCYG,2,Park City Group Inc.,Technology,EDP Services,0,O
PCYC,2,Pharmacyclics Inc.,Health Care,Major Pharmaceuticals,0,O
PCYO,3,Pure Cycle Corporation,Public Utilities,Water Supply,0,O
RGDO,1,Regado BioSciences Inc.,Health Care,Major Pharmaceuticals,0,O
Q,3,Quintiles Transitional Holdings Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0,N
CMLP,4,Inergy Midstream L.P.,Public Utilities,Natural Gas Distribution,0,N
CMLS,3,Cumulus Media Inc.,Consumer Services,Broadcasting,0,O
XON,3,Intrexon Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0,N
RGDX,0,Response Genetics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
GLOG,1,GasLog LP.,Consumer Services,Marine Transportation,0,N
BAS,3,Basic Energy Services Inc.,Energy,Oilfield Services/Equipment,0,N
CRAY,1,Cray Inc,Technology,Computer Manufacturing,0,O
LSBK,0,Lake Shore Bancorp Inc.,Finance,Savings Institutions,0,O
CRAI,3,CRA InternationalInc.,Miscellaneous,Other Consumer Services,0,O
TAXI,5,Medallion Financial Corp.,Finance,Finance: Consumer Services,0,O
IGTE,3,iGATE Corporation,Technology,EDP Services,0,O
NOAH,3,Noah Holdings Ltd.,Finance,Investment Managers,0,N
KFX,3,Kofax Limited,Technology,Computer Software: Programming Data Processing,0,O
RLJ,2,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts,4,N
GLOW,0,Glowpoint Inc.,Public Utilities,Telecommunications Equipment,0,A
OHAI,3,OHA Investment Corporation,n/a,n/a,0,O
SHEN,3,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,0,O
LADR,1,Ladder Capital Corp,Finance,Real Estate,0,N
SBNY,3,Signature Bank,Finance,Major Banks,0,O
VIA,0,Viacom Inc.,Consumer Services,Television Services,0,O
TYG,0,Tortoise Energy Infrastructure Corporation,n/a,n/a,0,N
TYC,3,Tyco International plc,Consumer Services,Other Consumer Services,0,N
VIP,3,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,0,O
VIV,3,Telefonica Brasil S.A.,Public Utilities,Telecommunications Equipment,0,N
SBNA,-1,Scorpio Tankers Inc.,Transportation,Marine Transportation,0,N
MMAC,0,MMA Capital Management LLC,Finance,Real Estate,0,O
SBNB,-1,Scorpio Tankers Inc.,Transportation,Marine Transportation,0,N
EXFO,1,EXFO Inc,Capital Goods,Electrical Products,0,O
DPLO,3,Diplomat Pharmacy Inc.,Health Care,Medical/Nursing Services,0,N
STAR,1,iStar Financial Inc.,Consumer Services,Real Estate Investment Trusts,0,N
NYCB,3,New York Community Bancorp Inc.,Finance,Banks,0,N
HMLP,3,Hoegh LNG Partners LP,Consumer Services,Marine Transportation,0,N
STAY,4,Extended Stay America Inc.,Consumer Services,Hotels/Resorts,0,N
STAG,3,Stag Industrial Inc.,Consumer Services,Real Estate Investment Trusts,0,N
ELRC,0,Electro Rent Corporation,Technology,Diversified Commercial Services,0,O
STAA,5,STAAR Surgical Company,Health Care,Ophthalmic Goods,0,O
FUN,1,Cedar Fair L.P.,Consumer Services,Services-Misc. Amusement & Recreation,0,N
FUL,4,H. B. Fuller Company,Basic Industries,Home Furnishings,0,N
BPOPM,-1,Popular Inc.,Finance,Major Banks,0,O
BPOPN,-1,Popular Inc.,Finance,Major Banks,0,O
BICK,0,First Trust BICK Index Fund,n/a,n/a,0,O
ORPN,3,Bio Blast Pharma Ltd.,Health Care,Major Pharmaceuticals,0,O
WFC/WS,-1,Wells Fargo & Company,n/a,n/a,0,N
KNOP,3,KNOT Offshore Partners LP,Consumer Services,Marine Transportation,0,N
WIFI,3,Boingo Wireless Inc.,Consumer Services,Telecommunications Equipment,0,O
XOXO,2,XO Group Inc.,Consumer Services,Other Consumer Services,0,N
ALGT,1,Allegiant Travel Company,Transportation,Air Freight/Delivery Services,0,O
ALGN,3,Align Technology Inc.,Health Care,Industrial Specialties,0,O
ESCA,3,Escalade Incorporated,Consumer Non-Durables,Recreational Products/Toys,0,O
JBT,3,John Bean Technologies Corporation,Technology,Industrial Machinery/Components,0,N
JBR,-1,Select Asset Inc.,Finance,Finance: Consumer Services,0,N
NURO,0,NeuroMetrix Inc.,n/a,n/a,0,O
ESCR,0,Escalera Resources Co.,Energy,Oil & Gas Production,0,O
ABY,2,Abengoa Yield plc,Public Utilities,Electric Utilities: Central,0,O
JBN,-1,Select Asset Inc.,Finance,Finance: Consumer Services,0,N
JBL,1,Jabil Circuit Inc.,Technology,Electrical Products,0,N
JBK,-1,Lehman ABS Corporation,Finance,Finance: Consumer Services,0,N
XOM,5,Exxon Mobil Corporation,Energy,Integrated oil Companies,3,N
FCSC,3,Fibrocell Science Inc,Health Care,Major Pharmaceuticals,0,O
DGI,2,DigitalGlobe Inc,Consumer Services,Telecommunications Equipment,0,N
DGX,3,Quest Diagnostics Incorporated,Health Care,Medical Specialities,0,N
SWAY,3,Starwood Waypoint Residential Trust,Consumer Services,Real Estate Investment Trusts,0,N
UNP,3,Union Pacific Corporation,Transportation,Railroads,4,N
HERO,4,Hercules Offshore Inc.,Energy,Oil & Gas Production,0,O
UNB,0,Union Bankshares Inc.,Finance,Major Banks,0,O
MTOR,2,Meritor Inc.,Capital Goods,Auto Parts:O.E.M.,0,N
UNF,3,Unifirst Corporation,Consumer Services,Other Consumer Services,0,N
UNH,2,UnitedHealth Group Incorporated,Health Care,Medical Specialities,5,N
UNM,4,Unum Group,Finance,Accident &Health Insurance,4,N
GBCI,4,Glacier Bancorp Inc.,Finance,Major Banks,0,O
OMC,4,Omnicom Group Inc.,Technology,Advertising,4,N
OMG,4,OM Group Inc.,Consumer Durables,Miscellaneous manufacturing industries,0,N
OME,0,Omega Protein Corporation,Consumer Non-Durables,Packaged Foods,0,N
ITI,3,Iteris Inc.,Consumer Durables,Telecommunications Equipment,0,A
ITG,1,Investment Technology Group Inc.,Finance,Investment Bankers/Brokers/Service,0,N
OMI,3,Owens & Minor Inc.,Health Care,Medical Specialities,0,N
OMN,3,OMNOVA Solutions Inc.,Basic Industries,Specialty Chemicals,0,N
VIVO,3,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
ITW,3,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components,4,N
ITT,3,ITT Corporation,Capital Goods,Fluid Controls,0,N
AAC,2,AAC Holdings Inc.,Health Care,Medical Specialities,0,N
AAL,1,American Airlines Group Inc.,Transportation,Air Freight/Delivery Services,0,O
AAN,3,Aaron&#39;s  Inc.,Technology,Diversified Commercial Services,0,N
AAU,0,Almaden Minerals Ltd.,Basic Industries,Precious Metals,0,A
AAT,2,American Assets Trust Inc.,Consumer Services,Real Estate Investment Trusts,0,N
AAV,0,Advantage Oil & Gas Ltd,Energy,Oil & Gas Production,0,N
AAP,1,Advance Auto Parts Inc,Consumer Services,Other Specialty Stores,0,N
BIN,3,Progressive Waste Solutions Ltd.,Public Utilities,Environmental Services,0,N
BIO,5,Bio-Rad Laboratories Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0,N
JOUT,0,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,0,O
BIF,0,USLIFE Income Fund Inc.,n/a,n/a,0,N
BIG,3,Big Lots Inc.,Consumer Services,Department/Specialty Retail Stores,0,N
BID,3,Sotheby&#39;s,Miscellaneous,Business Services,0,N
BIE,-1,Blackrock Municipal Bond Investment Trust,n/a,n/a,0,N
BIB,0,ProShares Ultra Nasdaq Biotechnology,n/a,n/a,0,O
TTPH,2,Tetraphase Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
CIMT,3,Cimatron Limited,Technology,EDP Services,0,O
BIT,-1,BlackRock Multi-Sector Income Trust,n/a,n/a,0,N
TIPT,0,Tiptree Financial Inc.,Finance,Specialty Insurers,0,O
BIP,2,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation,0,N
