symbol,rank,name,sector,industry,pid
WSH,3,Willis Group Holdings Limited,Finance,Specialty Insurers,0
WSM,2,Williams-Sonoma Inc.,Consumer Services,Home Furnishings,0
WSO,3,Watsco Inc.,Consumer Durables,Industrial Machinery/Components,0
WSR,3,Whitestone REIT,Consumer Services,Real Estate Investment Trusts,0
HYT,0,Blackrock Corporate High Yield Fund Inc.,n/a,n/a,0
WST,3,West Pharmaceutical Services Inc.,Basic Industries,Specialty Chemicals,0
WTFC,3,Wintrust Financial Corporation,Finance,Major Banks,0
PGNX,2,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
KERX,4,Keryx Biopharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
EMITF,0,Elbit Imaging Ltd.,Consumer Services,Building operators,0
AWAY,3,HomeAway Inc.,Technology,EDP Services,0
VKQ,0,Invesco Municipal Trust,n/a,n/a,0
VKI,0,Invesco Advantage Municipal Income Trust II,n/a,n/a,0
VGSH,3,Vanguard Short-Term Government ETF,n/a,n/a,0
MPAA,2,Motorcar Parts of America Inc.,Capital Goods,Auto Parts:O.E.M.,0
SBLK,4,Star Bulk Carriers Corp.,Transportation,Marine Transportation,0
FWM,4,Fairway Group Holdings Corp.,Consumer Services,Food Chains,0
STCK,3,Stock Building Supply Holdings Inc.,Consumer Services,RETAIL: Building Materials,0
MRKT,3,Markit Ltd.,Finance,Investment Bankers/Brokers/Service,0
HMNY,0,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services,0
BLIN,2,Bridgeline Digital Inc.,Technology,Computer Software: Prepackaged Software,0
CLMS,2,Calamos Asset Management Inc.,Finance,Investment Bankers/Brokers/Service,0
CLMT,3,Calumet Specialty Products Partners L.P.,Energy,Integrated oil Companies,0
JW/A,-1,John Wiley & Sons Inc.,Consumer Services,Books,0
JW/B,-1,John Wiley & Sons Inc.,Consumer Services,Books,0
FWP,3,Forward Pharma A/S,Health Care,Major Pharmaceuticals,0
OCIP,5,OCI Partners LP,Basic Industries,Major Chemicals,0
OCIR,0,OCI Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0
CCIH,0,ChinaCache International Holdings Ltd.,Technology,EDP Services,0
JJSF,2,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,0
SKOR,0,FlexShares Credit-Scored US Corporate Bond Index Fund,n/a,n/a,0
ALEX,2,Alexander & Baldwin Holdings Inc.,Finance,Real Estate,0
OI,3,Owens-Illinois Inc.,Consumer Durables,Containers/Packaging,0
CDXS,3,Codexis Inc.,Basic Industries,Major Chemicals,0
OC,2,Owens Corning Inc,Capital Goods,Industrial Machinery/Components,0
OB,3,OneBeacon Insurance Group Ltd.,Finance,Property-Casualty Insurers,0
NTRS,3,Northern Trust Corporation,Finance,Major Banks,0
PLKI,2,Popeyes Louisiana Kitchen Inc.,Consumer Services,Restaurants,0
NTRI,3,NutriSystem Inc,Consumer Services,Catalog/Specialty Distribution,0
RQI,0,Cohen & Steers Quality Income Realty Fund Inc,n/a,n/a,0
DEX,-1,Delaware Enhanced Global Dividend,n/a,n/a,0
COUP,3,Coupons.com Incorporated,Consumer Services,Advertising,0
FF,3,FutureFuel Corp.,Basic Industries,Major Chemicals,0
KANG,0,iKang Healthcare Group Inc.,Health Care,Medical/Nursing Services,0
REGN,3,Regeneron Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
FXCB,3,Fox Chase Bancorp Inc.,Finance,Savings Institutions,0
DEJ,3,Dejour Energy Inc.,Energy,Oil & Gas Production,0
DEL,0,Deltic Timber Corporation,Basic Industries,Forest Products,0
THTI,0,THT Heat Transfer Technology Inc.,Capital Goods,Metal Fabrications,0
DEO,4,Diageo plc,Consumer Non-Durables,Beverages (Production/Distribution),0
FXCM,2,FXCM Inc.,Finance,Investment Bankers/Brokers/Service,0
DEG,2,Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.,Consumer Services,Food Chains,0
MSFT,4,Microsoft Corporation,Technology,Computer Software: Prepackaged Software,3
UPL,5,Ultra Petroleum Corp.,Energy,Oil & Gas Production,0
UPI,3,Uroplasty Inc.,Health Care,Medical/Dental Instruments,0
GBAB,0,Guggenheim Build America Bonds Managed Duration Trust,n/a,n/a,0
CFFN,3,Capitol Federal Financial Inc.,Finance,Savings Institutions,0
PNQI,3,PowerShares NASDAQ Internet Portfolio,n/a,n/a,0
SNHN,-1,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,0
LDRH,0,LDR Holding Corporation,Health Care,Medical/Dental Instruments,0
LDRI,0,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,n/a,n/a,0
UPS,3,United Parcel Service Inc.,Transportation,Trucking Freight/Courier Services,0
PCBK,2,Pacific Continental Corporation (Ore),Finance,Major Banks,0
IVC,3,Invacare Corporation,Health Care,Industrial Specialties,0
CZNC,0,Citizens & Northern Corp,Finance,Major Banks,0
IVH,-1,Ivy High Income Opportunities Fund,n/a,n/a,0
IVR,4,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts,0
IVZ,3,Invesco Plc,Finance,Investment Managers,0
ACC,2,American Campus Communities Inc,Consumer Services,Real Estate Investment Trusts,0
NEO,2,NeoGenomics Inc.,Health Care,Precision Instruments,0
IGOV,0,iShares S&P/Citigroup International Treasury Bond Fund,n/a,n/a,0
KOPN,0,Kopin Corporation,Technology,Semiconductors,0
ACE,3,Ace Limited,Finance,Property-Casualty Insurers,0
ACI,4,Arch Coal Inc.,Energy,Coal Mining,0
NEE,4,NextEra Energy Inc.,Public Utilities,Electric Utilities: Central,0
ACN,3,Accenture plc.,Miscellaneous,Business Services,0
ACM,3,Aecom Technology Corporation,n/a,n/a,0
NEA,-1,Nuveen AMT-Free Municipal Income Fund,n/a,n/a,0
ACP,-1,Avenue Income Credit Strategies Fund,n/a,n/a,0
ACW,3,Accuride Corporation New,Capital Goods,Auto Parts:O.E.M.,0
ACU,0,Acme United Corporation.,Capital Goods,Industrial Machinery/Components,0
ACT,3,Actavis Inc.,Health Care,Major Pharmaceuticals,0
NEV,-1,Nuveen Enhanced Municipal Value Fund,n/a,n/a,0
ACY,5,AeroCentury Corp.,Technology,Diversified Commercial Services,0
NEU,4,NewMarket Corporation,Basic Industries,Major Chemicals,0
JCTCF,0,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials,0
NEP,1,NextEra Energy Partners LP,Public Utilities,Electric Utilities: Central,0
BKD,3,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management,0
BKE,3,Buckle Inc. (The),Consumer Services,Clothing/Shoe/Accessory Stores,0
BKN,0,BlackRock Investment Quality Municipal Trust Inc. (The),n/a,n/a,0
BKH,4,Black Hills Corporation,Public Utilities,Electric Utilities: Central,0
BKJ,0,Bancorp of New Jersey Inc,Finance,Major Banks,0
BKK,-1,Blackrock Municipal 2020 Term Trust,n/a,n/a,0
BKT,0,BlackRock Income Trust Inc. (The),n/a,n/a,0
BKU,4,BankUnited Inc.,Finance,Savings Institutions,0
BKS,3,Barnes & Noble Inc.,Consumer Services,Other Specialty Stores,0
SJR,5,Shaw Communications Inc.,Consumer Services,Television Services,0
MDVN,3,Medivation Inc.,Health Care,Major Pharmaceuticals,0
SJW,3,SJW Corporation,Public Utilities,Water Supply,0
SJT,0,San Juan Basin Royalty Trust,Energy,Oil & Gas Production,0
GGM,-1,Guggenheim Credit Allocation Fund,n/a,n/a,0
ACHN,2,Achillion Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
SJI,3,South Jersey Industries Inc.,Public Utilities,Oil/Gas Transmission,0
SJM,3,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,0
GILT,0,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,0
QUAD,0,Quad Graphics Inc,Miscellaneous,Publishing,0
ACHC,4,Acadia Healthcare Company Inc.,Health Care,Medical Specialities,0
GDP,4,Goodrich Petroleum Corporation,Energy,Oil & Gas Production,0
MED,0,MEDIFAST INC,Consumer Non-Durables,Packaged Foods,0
MEG,3,Media General Inc.,Consumer Services,Broadcasting,0
MEA,3,Metalico Inc,Basic Industries,Metal Fabrications,0
GDV,-1,Gabelli Dividend,n/a,n/a,0
MEN,0,Blackrock MuniEnhanced Fund Inc.,n/a,n/a,0
MEI,2,Methode Electronics Inc.,Capital Goods,Electrical Products,0
MET,3,MetLife Inc.,Finance,Life Insurance,0
MEP,3,Midcoast Energy Partners L.P.,Public Utilities,Oil & Gas Production,0
GDF,0,Western Asset Global Partners Income Fund Inc.,n/a,n/a,0
GDL,0,The GDL Fund,n/a,n/a,0
GDO,-1,Western Asset Global Corporate Defined Opportunity Fund Inc.,n/a,n/a,0
CPLP,3,Capital Product Partners L.P.,Transportation,Marine Transportation,0
CPLA,3,Capella Education Company,Consumer Services,Other Consumer Services,0
PDCO,2,Patterson Companies Inc.,Health Care,Medical Specialities,0
BWFG,0,Bankwell Financial Group Inc.,Finance,Major Banks,0
DLNG,2,Dynagas LNG Partners LP,Consumer Services,Marine Transportation,0
QQEW,3,First Trust NASDAQ-100 Equal Weighted Index Fund,n/a,n/a,0
ESBK,0,Elmira Savings Bank NY (The),Finance,Major Banks,0
SLVO,0,Credit Suisse Silver Shares Covered Call ETN,Finance,Investment Bankers/Brokers/Service,0
AFSD,-1,Aflac Incorporated,Finance,Accident &Health Insurance,0
AFSI,3,AmTrust Financial Services Inc.,Finance,Property-Casualty Insurers,0
EZT,-1,Entergy Texas Inc,Public Utilities,Electric Utilities: Central,0
KGC,3,Kinross Gold Corporation,Basic Industries,Precious Metals,0
CPK,1,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production,0
CPL,3,CPFL Energia S.A.,Public Utilities,Electric Utilities: Central,0
CPN,2,Calpine Corporation,Public Utilities,Electric Utilities: Central,0
CPA,5,Copa Holdings S.A.,Transportation,Air Freight/Delivery Services,0
CPB,3,Campbell Soup Company,Consumer Non-Durables,Packaged Foods,0
CWAY,0,Coastway Bancorp Inc.,Finance,Savings Institutions,0
CPE,4,Callon Petroleum Company,Energy,Oil & Gas Production,0
CPF,3,CPB Inc.,Finance,Major Banks,0
CPG,3,Crescent Point Energy Corporation,Energy,Oil & Gas Production,0
CPS,3,Cooper-Standard Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,0
CPT,3,Camden Property Trust,Consumer Services,Real Estate Investment Trusts,0
NILE,3,Blue Nile Inc.,Consumer Services,Consumer Specialties,0
FCHI,3,iShares FTSE China (HK Listed) Index Fund,n/a,n/a,0
VOYA,2,Voya Financial Inc.,Finance,Life Insurance,0
ARBR,-1,ArborGen Inc.,n/a,n/a,0
EVAR,3,Lombard Medical Inc.,Health Care,Medical/Dental Instruments,0
SLMBP,-1,SLM Corporation,Finance,Finance: Consumer Services,0
TCBIW,-1,Texas Capital Bancshares Inc.,Finance,Major Banks,0
RCAP,5,RCS CAPITAL CORPORATION,Finance,Investment Bankers/Brokers/Service,0
EVAL,3,iShares MSCI Emerging Markets Value Index Fund,n/a,n/a,0
ICCC,0,ImmuCell Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
NBBC,3,NewBridge Bancorp,Finance,Major Banks,0
BGSF,0,BG Staffing Inc,Technology,Professional Services,0
EYES,0,Second Sight Medical Products Inc.,n/a,n/a,0
UEPS,2,Net 1 UEPS Technologies Inc.,Finance,Investment Bankers/Brokers/Service,0
WRES,4,Warren Resources Inc.,Energy,Oil & Gas Production,0
AAWW,3,Atlas Air Worldwide Holdings,Transportation,Transportation Services,0
ANFI,3,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods,0
DVAX,3,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals,0
MXWL,3,Maxwell Technologies Inc.,Miscellaneous,Industrial Machinery/Components,0
FULLL,-1,Full Circle Capital Corporation,n/a,n/a,0
SBSA,0,Spanish Broadcasting System Inc.,Consumer Services,Broadcasting,0
HIMX,3,Himax Technologies Inc.,Technology,Semiconductors,0
CHLN,0,China Housing & Land Development Inc.,Basic Industries,Homebuilding,0
PSAU,0,PowerShares Global Gold & Precious Metals Portfolio,n/a,n/a,0
SBSI,3,Southside Bancshares Inc.,Finance,Major Banks,0
SIBC,0,State Investors Bancorp Inc.,Finance,Savings Institutions,0
MXL,3,MaxLinear Inc,Technology,Semiconductors,0
MXF,0,Mexico Fund Inc. (The),n/a,n/a,0
MXE,0,Mexico Equity and Income Fund Inc. (The),n/a,n/a,0
MXC,0,Mexco Energy Corporation,Energy,Oil & Gas Production,0
FSNN,4,Fusion Telecommunications International Inc.,Public Utilities,Telecommunications Equipment,0
MDVX,-1,Medovex Corp.,n/a,n/a,0
NATR,0,Nature&#39;s Sunshine Products Inc.,Health Care,Major Pharmaceuticals,0
BONT,5,The Bon-Ton Stores Inc.,Consumer Services,Department/Specialty Retail Stores,0
NATI,3,National Instruments Corporation,Technology,Computer Software: Prepackaged Software,0
NATH,0,Nathan&#39;s Famous Inc.,Consumer Services,Restaurants,0
NATL,3,National Interstate Corporation,Finance,Property-Casualty Insurers,0
BONA,2,Bona Film Group Limited,Consumer Services,Movies/Entertainment,0
BONE,0,Bacterin International Holdings Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
ZMH,4,Zimmer Holdings Inc.,Health Care,Industrial Specialties,0
HTF,-1,Horizon Technology Finance Corporation,n/a,n/a,0
HYZD,0,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu,n/a,n/a,0
RUBI,2,The Rubicon Project Inc.,Technology,Computer Software: Programming Data Processing,0
PLPM,3,Planet Payment Inc.,Miscellaneous,Business Services,0
PAGP,4,Plains Group Holdings L.P.,Energy,Natural Gas Distribution,0
PLPC,0,Preformed Line Products Company,Basic Industries,Water Supply,0
VTWV,3,Vanguard Russell 2000 Value ETF,n/a,n/a,0
VTWO,3,Vanguard Russell 2000 ETF,n/a,n/a,0
ASCMA,3,Ascent Capital Group Inc.,Consumer Services,Other Consumer Services,0
VTWG,3,Vanguard Russell 2000 Growth ETF,n/a,n/a,0
LYTS,0,LSI Industries Inc.,Consumer Durables,Building Products,0
PAGG,0,PowerShares Global Agriculture Portfolio,n/a,n/a,0
USAK,0,USA Truck Inc.,Transportation,Trucking Freight/Courier Services,0
DECK,3,Deckers Outdoor Corporation,Consumer Non-Durables,Shoe Manufacturing,0
USAC,4,USA Compression Partners LP,Public Utilities,Natural Gas Distribution,0
BBLU,3,Blue Earth Inc.,Public Utilities,Electric Utilities: Central,0
WUBA,3,58.com Inc.,Technology,Computer Software: Programming Data Processing,0
XPLR,0,Xplore Technologies Corp,Technology,Computer Manufacturing,0
USAP,3,Universal Stainless & Alloy Products Inc.,Basic Industries,Steel/Iron Ore,0
USAT,3,USA Technologies Inc.,Miscellaneous,Office Equipment/Supplies/Services,0
PCYG,2,Park City Group Inc.,Technology,EDP Services,0
PCYC,2,Pharmacyclics Inc.,Health Care,Major Pharmaceuticals,0
PCYO,3,Pure Cycle Corporation,Public Utilities,Water Supply,0
RGDO,1,Regado BioSciences Inc.,Health Care,Major Pharmaceuticals,0
Q,3,Quintiles Transitional Holdings Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0
CMLP,4,Inergy Midstream L.P.,Public Utilities,Natural Gas Distribution,0
CMLS,3,Cumulus Media Inc.,Consumer Services,Broadcasting,0
XON,3,Intrexon Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0
RGDX,0,Response Genetics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
PXLW,3,Pixelworks Inc.,Technology,Semiconductors,0
BAS,3,Basic Energy Services Inc.,Energy,Oilfield Services/Equipment,0
THLD,3,Threshold Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
CRAY,1,Cray Inc,Technology,Computer Manufacturing,0
LSBK,0,Lake Shore Bancorp Inc.,Finance,Savings Institutions,0
CRAI,3,CRA InternationalInc.,Miscellaneous,Other Consumer Services,0
TAXI,5,Medallion Financial Corp.,Finance,Finance: Consumer Services,0
IGTE,3,iGATE Corporation,Technology,EDP Services,0
NOAH,3,Noah Holdings Ltd.,Finance,Investment Managers,0
KFX,3,Kofax Limited,Technology,Computer Software: Programming Data Processing,0
RLJ,2,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts,0
FCAM,-1,Fiat Chrysler Automobiles N.V.,n/a,n/a,0
OHAI,3,OHA Investment Corporation,n/a,n/a,0
SHEN,3,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,0
LADR,1,Ladder Capital Corp,Finance,Real Estate,0
SBNY,3,Signature Bank,Finance,Major Banks,0
VIA,0,Viacom Inc.,Consumer Services,Television Services,0
TYG,0,Tortoise Energy Infrastructure Corporation,n/a,n/a,0
TYC,3,Tyco International plc,Consumer Services,Other Consumer Services,0
VIP,3,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,0
VIV,3,Telefonica Brasil S.A.,Public Utilities,Telecommunications Equipment,0
SBNA,-1,Scorpio Tankers Inc.,Transportation,Marine Transportation,0
MMAC,0,MMA Capital Management LLC,Finance,Real Estate,0
SBNB,-1,Scorpio Tankers Inc.,Transportation,Marine Transportation,0
EXFO,1,EXFO Inc,Capital Goods,Electrical Products,0
DPLO,3,Diplomat Pharmacy Inc.,Health Care,Medical/Nursing Services,0
STAR,1,iStar Financial Inc.,Consumer Services,Real Estate Investment Trusts,0
NYCB,3,New York Community Bancorp Inc.,Finance,Banks,0
HMLP,3,Hoegh LNG Partners LP,Consumer Services,Marine Transportation,0
STAY,4,Extended Stay America Inc.,Consumer Services,Hotels/Resorts,0
STAG,3,Stag Industrial Inc.,Consumer Services,Real Estate Investment Trusts,0
ELRC,0,Electro Rent Corporation,Technology,Diversified Commercial Services,0
STAA,5,STAAR Surgical Company,Health Care,Ophthalmic Goods,0
FUN,1,Cedar Fair L.P.,Consumer Services,Services-Misc. Amusement & Recreation,0
FUL,4,H. B. Fuller Company,Basic Industries,Home Furnishings,0
BPOPM,-1,Popular Inc.,Finance,Major Banks,0
BPOPN,-1,Popular Inc.,Finance,Major Banks,0
BICK,0,First Trust BICK Index Fund,n/a,n/a,0
ABM,3,ABM Industries Incorporated,Finance,Diversified Commercial Services,0
WFC/WS,-1,Wells Fargo & Company,n/a,n/a,0
KNOP,3,KNOT Offshore Partners LP,Consumer Services,Marine Transportation,0
WIFI,3,Boingo Wireless Inc.,Consumer Services,Telecommunications Equipment,0
XOXO,2,XO Group Inc.,Consumer Services,Other Consumer Services,0
ALGT,1,Allegiant Travel Company,Transportation,Air Freight/Delivery Services,0
ALGN,3,Align Technology Inc.,Health Care,Industrial Specialties,0
ESCA,3,Escalade Incorporated,Consumer Non-Durables,Recreational Products/Toys,0
JBT,3,John Bean Technologies Corporation,Technology,Industrial Machinery/Components,0
JBR,-1,Select Asset Inc.,Finance,Finance: Consumer Services,0
NURO,0,NeuroMetrix Inc.,n/a,n/a,0
ESCR,0,Escalera Resources Co.,Energy,Oil & Gas Production,0
ABY,2,Abengoa Yield plc,Public Utilities,Electric Utilities: Central,0
JBN,-1,Select Asset Inc.,Finance,Finance: Consumer Services,0
JBL,1,Jabil Circuit Inc.,Technology,Electrical Products,0
JBK,-1,Lehman ABS Corporation,Finance,Finance: Consumer Services,0
XOM,5,Exxon Mobil Corporation,Energy,Integrated oil Companies,3
FCSC,3,Fibrocell Science Inc,Health Care,Major Pharmaceuticals,0
DGI,2,DigitalGlobe Inc,Consumer Services,Telecommunications Equipment,0
DGX,3,Quest Diagnostics Incorporated,Health Care,Medical Specialities,0
SWAY,3,Starwood Waypoint Residential Trust,Consumer Services,Real Estate Investment Trusts,0
UNP,3,Union Pacific Corporation,Transportation,Railroads,0
UNT,5,Unit Corporation,Energy,Oil & Gas Production,0
UNB,0,Union Bankshares Inc.,Finance,Major Banks,0
MTOR,2,Meritor Inc.,Capital Goods,Auto Parts:O.E.M.,0
UNF,3,Unifirst Corporation,Consumer Services,Other Consumer Services,0
UNH,2,UnitedHealth Group Incorporated,Health Care,Medical Specialities,1
UNM,4,Unum Group,Finance,Accident &Health Insurance,0
AETI,0,American Electric Technologies Inc.,Energy,Industrial Machinery/Components,0
OMC,4,Omnicom Group Inc.,Technology,Advertising,0
OMG,4,OM Group Inc.,Consumer Durables,Miscellaneous manufacturing industries,0
OME,0,Omega Protein Corporation,Consumer Non-Durables,Packaged Foods,0
ITI,3,Iteris Inc.,Consumer Durables,Telecommunications Equipment,0
ITG,1,Investment Technology Group Inc.,Finance,Investment Bankers/Brokers/Service,0
OMI,3,Owens & Minor Inc.,Health Care,Medical Specialities,0
OMN,3,OMNOVA Solutions Inc.,Basic Industries,Specialty Chemicals,0
VIVO,3,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
ITW,3,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components,0
ITT,3,ITT Corporation,Capital Goods,Fluid Controls,0
AAC,2,AAC Holdings Inc.,Health Care,Medical Specialities,0
AAL,1,American Airlines Group Inc.,Transportation,Air Freight/Delivery Services,0
AAN,3,Aaron&#39;s  Inc.,Technology,Diversified Commercial Services,0
AAU,0,Almaden Minerals Ltd.,Basic Industries,Precious Metals,0
AAT,2,American Assets Trust Inc.,Consumer Services,Real Estate Investment Trusts,0
AAV,0,Advantage Oil & Gas Ltd,Energy,Oil & Gas Production,0
AAP,1,Advance Auto Parts Inc,Consumer Services,Other Specialty Stores,0
BIN,3,Progressive Waste Solutions Ltd.,Public Utilities,Environmental Services,0
